2.725437748780003278e-02,2.006550234451250105e+02
-3.005485719315658111e-01,1.882931245918989305e+02
4.969552493053321918e-01,1.545931820473872733e+02
2.357253216616984615e-01,1.902398146356278801e+02
-1.328928516675107474e-01,1.913145715055746052e+02
-1.687487982185189028e-01,1.905090877639017037e+02
-5.594378572270891636e-01,1.398046871266265612e+02
-3.320669037188718753e-01,1.808879143052855056e+02
3.277604965852630725e-01,1.789367158435613874e+02
-4.199438210642607028e-01,1.663998613322070526e+02
5.257113902477732470e-01,1.503140865496064009e+02
-2.138219424975208727e-01,1.915423345266854369e+02
-6.540804827837144453e-01,1.123543020825279939e+02
-1.873405919379363405e-01,1.934535430666834657e+02
-4.303535810248188542e-01,1.630101729360336265e+02
-2.845761475894155734e-01,1.817321301547062262e+02
2.421310019568495009e-01,1.882635990479971042e+02
-8.756709582181797236e-02,1.919660676158655406e+02
4.836863103396685792e-01,1.560000744639129664e+02
-9.475921213464318094e-02,1.984679078066222075e+02
5.771220044086929901e-01,1.372780136999701881e+02
2.201755159756628166e-01,1.910361288778678386e+02
2.059210066317994081e-01,1.889172855984979265e+02
4.956274166571613682e-01,1.532585336155479183e+02
-3.397718463760022733e-01,1.725325507258190214e+02
9.986947980222812132e-03,1.931901085507251423e+02
5.644898422904289781e-01,1.392401640794562923e+02
-8.018139891691125620e-02,1.987426795444427512e+02
2.698165221176868633e-01,1.824672676107425673e+02
4.757653362230974681e-01,1.530885411799201279e+02
5.985033249718961501e-02,1.936868225035988473e+02
-4.237752926713251878e-01,1.707771622556765294e+02
-2.598304969767690209e-01,1.864470321288890773e+02
-1.524973502642248679e-01,1.925287695604352507e+02
-3.775849814644655078e-01,1.708380328416155862e+02
1.022246698153146810e-01,1.914949173904595909e+02
-3.355489559666433030e-01,1.773354205598098474e+02
8.068249910108463152e-02,1.963602912389302162e+02
-8.396388200681734193e-02,1.975457992021296718e+02
-1.187640940773010412e-01,1.900602350555575981e+02
5.525705222056870314e-01,1.453245160713362907e+02
-3.685470461971577238e-01,1.754518640147777830e+02
3.937517623970226976e-01,1.661480190648796338e+02
4.907762687962680115e-01,1.577074696013847586e+02
-3.454390022214747641e-02,1.962806118203867811e+02
-2.209224262891945900e-01,1.932179439670341878e+02
-2.395181117703894802e-01,1.896159537277687264e+02
-1.413930820792068943e-01,1.945214663575900715e+02
6.202868417480956326e-02,1.974257355643184724e+02
3.429486233709513887e-01,1.739308252036831846e+02
3.989051670505229796e-01,1.671457654453688519e+02
-5.879921194570038312e-02,2.001699535619648600e+02
-2.966438457048498623e-01,1.815064746157951276e+02
-5.345258635707913486e-01,1.454571638138465062e+02
-6.711869014682515788e-02,1.947258415795965902e+02
-5.138281736676796052e-02,1.990283486098239507e+02
-1.633868644785807234e-01,1.902582999625824698e+02
-1.452647554765870985e-01,1.965148512686274955e+02
-3.085959708450145347e-02,1.938762764577356847e+02
1.016070469251103420e-01,1.941850703063415722e+02
-3.133064006396009127e-01,1.789691672867499221e+02
-3.180801026246438123e-01,1.793655750376790934e+02
-3.407297710220311693e-01,1.764209672870559871e+02
-4.999455738396001991e-01,1.580855483947979110e+02
-5.407362055400780632e-01,1.461512685475408944e+02
-5.355815230004288274e-01,1.447944289591782194e+02
1.622565987250710329e-01,1.945561765376678238e+02
-3.183125628304499521e-01,1.825730489486103352e+02
1.137604322076378599e-01,1.919259361387609033e+02
1.102052876596612413e-01,1.934110093717469283e+02
-2.361991865280879677e-01,1.868265996881516173e+02
4.384541431081134810e-01,1.676121946662735809e+02
1.420021979086809882e-01,1.905206175220482123e+02
-4.893972060893772014e-01,1.508552294135891430e+02
-5.402345115102802353e-01,1.447804066887414933e+02
1.507031402426896038e-01,1.942680652362632543e+02
3.377647844906749852e-01,1.785686153377712344e+02
-3.483186667922082425e-01,1.761602374176965782e+02
-4.861937981371609041e-01,1.584210833970633701e+02
-3.160180085176092502e-01,1.819844181723888141e+02
8.552062935596399518e-02,1.977226973268894312e+02
-3.322402135000802059e-01,1.782494694102211383e+02
-2.504622627474536456e-01,1.865633949111547736e+02
4.587574713328437248e-01,1.614097927917018467e+02
1.245853380265811300e-01,2.014400455992827972e+02
1.711126947386685249e-01,1.939873394206371984e+02
-3.213764402224232597e-02,1.995204289265418822e+02
-6.291354943329442728e-02,1.994539678002465166e+02
4.010256608879290696e-01,1.705263069819235966e+02
3.170050747292045834e-01,1.757387711161396169e+02
7.217950576432316523e-02,1.935047863392630063e+02
8.648954712077826235e-02,1.936128575139467500e+02
-4.332838449437518280e-01,1.644840800103456786e+02
-1.465237951601680855e-01,1.891245864079761247e+02
2.137645302378902157e-01,1.831943175535339208e+02
-6.455136505680602044e-01,1.165498743176077454e+02
5.574045970605503442e-01,1.394612340476992642e+02
-1.491194731740003721e-01,1.909825367651576187e+02
-1.824546373947198985e-01,1.949312383349989091e+02
-3.477774307097084711e-02,2.036485985427069920e+02
-5.031190339325511962e-01,1.522362323791511756e+02
-3.561842459981360842e-01,1.744815512837614051e+02
-1.325702892506059327e-01,1.956704699649286852e+02
4.308096628806200035e-01,1.625407081685390551e+02
-5.771665632549229930e-01,1.326930616951119077e+02
4.349523389346096613e-02,1.960517699817622770e+02
2.014484271117789327e-01,1.953374842077598998e+02
3.730002428858299468e-01,1.731595657225947207e+02
1.047588597903484908e-01,1.912586209174355929e+02
2.292714090808658511e-01,1.874111769189840970e+02
1.000890027586819886e-01,1.939530147678812284e+02
-3.162638267262801728e-01,1.757883758591256935e+02
5.796560781171922194e-01,1.342212037768682649e+02
-2.858630022882250321e-01,1.817865754070313926e+02
-5.531614731097000970e-01,1.399652661868296661e+02
5.157091673535311657e-03,1.914569362312149110e+02
3.525151338576804627e-01,1.687643066241036536e+02
3.243898158249396840e-02,1.936997047686451481e+02
-1.287739942769117185e-01,1.922375213327645156e+02
6.037798683588859738e-01,1.295172953605911914e+02
2.830475415528370120e-01,1.857976681562961687e+02
1.783482710844819519e-01,1.909179032282694095e+02
1.548656441309320120e-01,1.921347414891695848e+02
3.419960131714303575e-01,1.781034599814971955e+02
4.140998705027934546e-01,1.672861342483839735e+02
4.630225818205873090e-01,1.606108348535690880e+02
-2.853044453504215983e-01,1.827685594209670796e+02
-7.967862101966315114e-02,1.906567032826541492e+02
2.313341738614195509e-01,1.897646016669423261e+02
3.445980109608900999e-01,1.771067968986675396e+02
-5.197222563962141662e-01,1.456795917495854553e+02
2.354584305716451165e-01,1.867222638294134640e+02
-5.280414795629659874e-01,1.502701699610815922e+02
-6.770199241757168807e-01,1.042656229801001047e+02
-5.166694999210139638e-01,1.483945743935223902e+02
-4.077959211493835667e-01,1.680232198798991590e+02
2.503950097012921927e-01,1.861335536961939852e+02
-3.102584216242000870e-01,1.764898279257503759e+02
-3.712274144284756772e-01,1.756565157419053378e+02
4.230507277628153817e-01,1.633237179574136917e+02
4.604362787576532501e-02,1.931432654388597712e+02
-2.025887078716839818e-02,1.979901310519534547e+02
-3.015209719173644887e-01,1.812978394349609914e+02
5.763430273592029529e-01,1.354583533412004783e+02
-3.618626814405591086e-01,1.741692924890438405e+02
4.670161222470772117e-02,1.967137886914030105e+02
1.432728709470984241e-01,1.932400858741311254e+02
-5.219673966566318324e-02,1.958531152747617909e+02
-3.594524747052617042e-01,1.761255725796612808e+02
-3.155552785672717797e-01,1.823497789978454477e+02
-1.301848209759560726e-01,1.958401768080103125e+02
-1.650025138593410046e-01,1.885345950960308414e+02
2.409433042376942988e-03,1.970729080940355118e+02
1.478931952852865217e-01,1.905522726436921062e+02
-8.572077802188395046e-02,2.008677001029773521e+02
-3.921499613509999427e-01,1.709492870280517138e+02
3.075598646942303560e-01,1.800665366137146179e+02
2.144497166074179062e-01,1.900899348654155290e+02
4.389486568775630704e-01,1.625549327730509219e+02
-8.851540405203688067e-02,2.005479821901001287e+02
1.693047727301308925e-01,1.948969731967796122e+02
-5.593838306289407036e-01,1.369511133078243006e+02
-4.678785697333331384e-01,1.558962076742602392e+02
