0 203.901059422 -0.0867098837261 30.2168485846 498.252113454
1 205.876126011 -0.0351838790047 12.4883271433 497.045186205
2 203.070129274 -0.178166135288 17.8548821043 500.422355114
3 202.997861902 0.0238637045444 12.7292037081 493.093277696
4 205.844089442 -0.0617530891289 18.7447927668 498.244329581
5 191.327934007 0.29028059632 27.6183930163 494.67520996
6 193.291807502 -0.300814433915 14.790183953 499.690086185
7 202.525650044 0.100251862136 18.7899213709 494.484702033
8 182.301804581 -0.356359512893 12.1817637367 491.15107779
9 195.895515049 0.231952894873 11.9381597086 494.667221276
10 195.134524332 -0.220391924627 25.8224308409 490.195703302
11 158.421847973 0.519098511378 15.1757961699 494.251161196
12 203.203177727 0.157930642293 18.2792729752 498.008852967
13 95.4238639191 -0.637724641085 18.1876438515 438.596205135
14 201.591921054 -0.116661889118 20.3256368376 493.504804215
15 180.921465735 -0.411667234925 21.2040365902 500.598863795
16 163.774716976 -0.504703161187 13.2562811661 497.755917809
17 200.155525173 0.229636529336 11.0813925824 501.431473736
18 182.936035952 -0.351086638809 27.1618011412 491.448097956
19 204.780326956 0.106644596248 54.4271209532 498.60107173
20 194.245259304 -0.243919148225 18.5420793722 492.223655621
21 160.042771446 0.516729925639 22.9049448677 494.909894475
22 205.377676344 0.0413456996596 25.2359470819 497.683696757
23 210.546263681 -0.157091046564 16.885977555 509.598328089
24 196.696515073 -0.295170976438 15.2584895141 503.538678419
25 202.182594205 -0.0655584867575 27.9665984029 490.687990451
26 128.797631808 0.64266938317 10.4042587035 496.012648585
27 195.680896136 -0.280253704804 19.9071097015 500.767124804
28 206.490310807 0.0534647010043 14.8533472843 500.23875069
29 177.433779373 -0.444792339209 19.5499223904 503.438420824
30 209.608974788 0.00501817835901 32.2269250221 503.693544918
31 174.994790353 -0.441836874351 36.8260304501 498.155959672
32 107.625870235 0.709707422851 13.2502223966 501.046583608
33 207.729803872 -0.0746039124169 27.5762316262 501.084682433
34 162.918030764 -0.505293948343 21.0557449964 498.534886318
